,Source IP address,Source port number,Destination IP address,Destination port number,Transaction protocol,"Indicates to the state and its dependent protocol, e.g. ACC, CLO, CON, ECO, ECR, FIN, INT, MAS, PAR, REQ, RST, TST, TXD, URH, URN, and (-) (if not used state)",Record total duration,Source to destination transaction bytes ,Destination to source transaction bytes,Source to destination time to live value ,Destination to source time to live value,Source packets retransmitted or dropped ,Destination packets retransmitted or dropped,"http, ftp, smtp, ssh, dns, ftp-data ,irc  and (-) if not much used service",Source bits per second,Destination bits per second,Source to destination packet count ,Destination to source packet count,Source TCP window advertisement value,Destination TCP window advertisement value,Source TCP base sequence number,Destination TCP base sequence number,Mean of the ?ow packet size transmitted by the src ,Mean of the ?ow packet size transmitted by the dst ,Represents the pipelined depth into the connection of http request/response transaction,Actual uncompressed content size of the data transferred from the server’s http service.,Source jitter (mSec),Destination jitter (mSec),record start time,record last time,Source interpacket arrival time (mSec),Destination interpacket arrival time (mSec),"TCP connection setup round-trip time, the sum of ’synack’ and ’ackdat’.","TCP connection setup time, the time between the SYN and the SYN_ACK packets.","TCP connection setup time, the time between the SYN_ACK and the ACK packets.","If source (1) and destination (3)IP addresses equal and port numbers (2)(4)  equal then, this variable takes value 1 else 0",No. for each state (6) according to specific range of values for source/destination time to live (10) (11).,No. of flows that has methods such as Get and Post in http service.,If the ftp session is accessed by user and password then 1 else 0. ,No of flows that has a command in ftp session.,No. of connections that contain the same service (14) and source address (1) in 100 connections according to the last time (26).,No. of connections that contain the same service (14) and destination address (3) in 100 connections according to the last time (26).,No. of connections of the same destination address (3) in 100 connections according to the last time (26).,No. of connections of the same source address (1) in 100 connections according to the last time (26).,No of connections of the same source address (1) and the destination port (4) in 100 connections according to the last time (26).,No of connections of the same destination address (3) and the source port (2) in 100 connections according to the last time (26).,No of connections of the same source (1) and the destination (3) address in in 100 connections according to the last time (26).,"The name of each attack category. In this data set , nine categories e.g. Fuzzers, Analysis, Backdoors, DoS Exploits, Generic, Reconnaissance, Shellcode and Worms",0 for normal and 1 for attack records
1042,175.45.176.0,57319,149.171.126.13,3217,udp,INT,5e-06,1238,0,254,0,0,0,-,990400000.0,0.0,2,0,0,0,0,0,619,0,0,0,0.0,0.0,2015-01-22 13:24:08,1421933048,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,8,1,1,2,1,1,1,DoS,1
1043,175.45.176.1,21027,149.171.126.13,808,tcp,FIN,1.126686,2836,268,254,252,2,1,-,18127.5,1590.505249,10,6,255,255,1134843462,3837356980,284,45,0,0,7910.799939,398.039094,2015-01-22 13:24:26,1421933067,125.083111,212.223406,0.117726,0.065559,0.052167,0,1,0,0,0,1,2,2,1,1,1,1,DoS,1
1044,175.45.176.1,6847,149.171.126.13,25,tcp,FIN,2.324841,2685,1762,62,252,8,8,-,8819.527344,5760.394043,22,20,255,255,1892043376,2010743105,122,88,0,0,5508.851953,148.175672,2015-01-22 13:25:10,1421933113,110.706714,118.772312,0.137857,0.067476,0.070381,0,1,0,0,0,1,2,1,1,1,1,1,DoS,1
1045,175.45.176.0,18407,149.171.126.13,8008,tcp,FIN,1.900453,1258,354,62,252,2,1,-,4769.38916,1304.952026,10,8,255,255,1100100180,1447253850,126,44,0,0,13980.18123,374.703906,2015-01-22 13:25:15,1421933117,211.061333,255.971281,0.228145,0.108651,0.119494,0,1,0,0,0,5,3,2,2,1,1,1,DoS,1
1046,175.45.176.1,58005,149.171.126.13,80,tcp,FIN,0.848197,802,268,254,252,2,1,-,6809.73877,2112.716797,10,6,255,255,2703735060,3321863126,80,45,0,0,4849.75207,182.986672,2015-01-22 13:25:20,1421933121,88.494,115.249797,0.348292,0.271946,0.076346,0,1,0,0,0,1,1,1,5,1,1,1,DoS,1
1047,175.45.176.1,56855,149.171.126.19,80,tcp,FIN,2.406158,902,2352,62,252,2,2,-,2749.611572,7038.606934,12,10,255,255,2178844919,2727721067,75,235,0,0,15256.35427,386.430719,2015-01-22 13:25:25,1421933127,218.741636,261.201219,0.137202,0.054744,0.082458,0,1,0,0,0,5,1,1,2,1,1,1,DoS,1
1048,175.45.176.1,60062,149.171.126.16,139,tcp,FIN,1.809718,992,822,254,252,3,2,-,4022.726074,3271.227783,12,10,255,255,924600234,4242239248,83,82,0,0,8984.682642,326.548969,2015-01-22 13:26:00,1421933162,164.434722,184.624672,0.280534,0.148095,0.132439,0,1,0,0,0,1,10,4,4,1,1,1,DoS,1
1049,175.45.176.1,51718,149.171.126.12,80,tcp,FIN,1.09445,804,1060,62,252,2,2,-,5292.155762,6783.315918,10,8,255,255,1307533378,4255880380,80,133,0,0,6278.511422,272.156719,2015-01-22 13:26:05,1421933166,121.589556,140.103281,0.325674,0.113717,0.211957,0,1,0,0,0,2,1,1,5,1,1,1,DoS,1
1050,175.45.176.2,60531,149.171.126.17,88,udp,INT,1.2e-05,626,0,254,0,0,0,-,208666656.0,0.0,2,0,0,0,0,0,313,0,0,0,0.0,0.0,2015-01-22 13:26:20,1421933180,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,4,7,3,2,1,1,1,DoS,1
1051,175.45.176.1,49082,149.171.126.10,138,udp,INT,1.6e-05,1242,0,254,0,0,0,-,310500000.0,0.0,2,0,0,0,0,0,621,0,0,0,0.0,0.0,2015-01-22 13:26:52,1421933212,0.016,0.0,0.0,0.0,0.0,0,2,0,0,0,5,1,1,2,1,1,1,DoS,1
1052,175.45.176.2,4390,149.171.126.19,631,tcp,FIN,0.872332,1280,354,62,252,2,1,-,10564.78516,2842.954346,10,8,255,255,2137953778,1915686015,128,44,0,0,5266.418419,198.235203,2015-01-22 13:27:20,1421933240,94.818556,112.853289,0.158484,0.082355,0.076129,0,1,0,0,0,4,1,1,2,1,1,1,DoS,1
1053,175.45.176.1,0,149.171.126.19,0,sctp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,2015-01-22 13:28:00,1421933280,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
1054,175.45.176.1,0,149.171.126.19,0,sctp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,2015-01-22 13:28:00,1421933280,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
1055,175.45.176.1,0,149.171.126.19,0,sctp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,2015-01-22 13:28:00,1421933280,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
1056,175.45.176.1,0,149.171.126.19,0,sctp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,2015-01-22 13:28:00,1421933280,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
1057,175.45.176.1,0,149.171.126.19,0,sctp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,2015-01-22 13:28:00,1421933280,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
1058,175.45.176.1,0,149.171.126.19,0,sctp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,2015-01-22 13:28:00,1421933280,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,DoS,1
1059,175.45.176.2,53857,149.171.126.15,25,tcp,FIN,2.809521,17749,1712,62,252,13,8,-,48962.08203,4632.818359,32,20,255,255,2740514018,2777333648,555,86,0,0,5479.098779,173.311937,2015-01-22 13:27:58,1421933281,90.629708,138.814891,0.286516,0.171394,0.115122,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1060,175.45.176.3,20782,149.171.126.15,25,tcp,FIN,4.001369,69620,2208,254,252,32,8,-,137205.0469,4268.539062,70,30,255,255,3358362017,3545635337,995,74,0,0,6200.055183,249.359813,2015-01-22 13:28:09,1421933293,57.976767,135.691625,0.191295,0.066301,0.124994,0,1,0,0,0,6,1,1,1,1,1,1,DoS,1
1061,175.45.176.3,0,149.171.126.13,0,ospf,INT,23.524111,1280,0,254,0,0,0,-,413.533173,0.0,20,0,0,0,0,0,64,0,0,0,1549.389875,0.0,2015-01-22 13:27:52,1421933295,1238.111125,0.0,0.0,0.0,0.0,0,2,0,0,0,6,2,2,2,2,2,2,DoS,1
1062,175.45.176.3,0,149.171.126.13,0,ospf,INT,23.524111,1280,0,254,0,0,0,-,413.533173,0.0,20,0,0,0,0,0,64,0,0,0,1549.389875,0.0,2015-01-22 13:27:52,1421933295,1238.111125,0.0,0.0,0.0,0.0,0,2,0,0,0,6,2,2,2,2,2,2,DoS,1
1063,175.45.176.3,27771,149.171.126.13,80,tcp,FIN,14.403264,796,1400,62,252,2,2,-,398.243073,699.84137,10,10,255,255,1657583417,859104760,80,140,0,0,113242.8076,3269.77625,2015-01-22 13:28:23,1421933317,1600.362667,1591.74725,0.177275,0.076894,0.100381,0,1,0,0,0,8,2,1,3,1,1,1,DoS,1
1064,175.45.176.3,3978,149.171.126.18,5555,tcp,FIN,0.822374,8732,268,254,252,4,1,-,78883.82031,2179.057373,14,6,255,255,4032338927,377539963,624,45,0,0,3730.611922,213.016594,2015-01-22 13:28:56,1421933336,60.280151,136.583203,0.221228,0.139454,0.081774,0,1,0,0,0,10,6,3,2,1,1,2,DoS,1
1065,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1066,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1067,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1068,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1069,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1070,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1071,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1072,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1073,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1074,175.45.176.3,0,149.171.126.10,0,gre,INT,1.7e-05,156,0,254,0,0,0,-,36705880.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,2015-01-22 13:28:59,1421933339,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,10,2,2,4,2,2,2,DoS,1
1075,175.45.176.1,47169,149.171.126.13,25,tcp,FIN,3.256341,9817,1858,254,252,10,8,-,23191.67383,4338.611816,26,20,255,255,2908370218,3865014344,378,93,0,0,7416.98856,207.792125,2015-01-22 13:29:05,1421933348,130.227523,166.844734,0.196834,0.086273,0.110561,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1076,175.45.176.2,41097,149.171.126.11,110,tcp,FIN,3.718726,1404,90360,62,252,7,40,-,2921.430664,192130.3125,30,86,255,255,1478397858,314296072,47,1051,0,0,6535.176732,3639.349455,2015-01-22 13:29:04,1421933348,128.231927,43.039013,0.093623,0.059723,0.0339,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1077,175.45.176.0,18766,149.171.126.18,5405,tcp,FIN,1.688969,14510,354,254,252,6,1,-,64910.60547,1468.35144,18,8,255,255,648920234,2026080535,806,44,0,0,8755.0425,304.186281,2015-01-22 13:29:08,1421933350,95.716232,216.590859,0.27399,0.172814,0.101176,0,1,0,0,0,2,4,2,2,1,1,1,DoS,1
1078,175.45.176.1,31788,149.171.126.11,80,tcp,CON,0.609904,594,182,62,252,2,1,-,6492.825195,1797.00415,6,4,255,255,1870508727,881101064,99,46,0,0,2873.428875,242.476812,2015-01-22 13:29:44,1421933385,56.333,171.46,0.169421,0.095521,0.0739,0,3,0,0,0,1,1,1,4,1,1,1,DoS,1
1079,175.45.176.1,68,149.171.126.13,67,udp,INT,9e-06,1152,0,254,0,0,0,-,511999968.0,0.0,2,0,0,0,0,0,576,0,0,0,0.0,0.0,2015-01-22 13:29:50,1421933390,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,6,1,1,1,DoS,1
1080,175.45.176.2,18970,149.171.126.12,80,tcp,FIN,1.519952,802,1110,62,252,2,2,-,3800.119873,5258.060547,10,10,255,255,2533764978,3702596944,80,111,0,0,9826.290603,258.975703,2015-01-22 13:30:14,1421933416,168.871556,161.235891,0.121988,0.068807,0.053181,0,1,0,0,0,2,2,1,2,1,1,1,DoS,1
1081,175.45.176.3,63251,149.171.126.10,1581,tcp,FIN,1.02363,230,350,254,252,0,2,-,1438.019531,2282.074463,5,6,255,255,723041679,1521651516,46,58,0,0,363.56075,322.011437,2015-01-22 13:30:28,1421933429,255.6855,188.962,0.145828,0.07882,0.067008,0,1,0,0,0,8,4,2,2,1,1,2,DoS,1
1082,175.45.176.3,62858,149.171.126.10,80,tcp,FIN,3.522405,620,354,254,252,2,1,-,1267.315918,704.064453,10,8,255,255,2169481551,3674442359,62,44,0,0,25080.06935,762.204125,2015-01-22 13:30:25,1421933429,391.378333,491.613156,0.143044,0.056743,0.086301,0,1,0,0,0,8,4,2,2,1,1,2,DoS,1
1083,175.45.176.3,63997,149.171.126.10,1584,tcp,FIN,0.490518,4398,268,254,252,3,1,-,65759.05469,3653.280762,12,6,255,255,1253219017,829899024,367,45,0,0,2390.399573,117.781039,2015-01-22 13:30:30,1421933430,40.686818,79.755602,0.147484,0.091736,0.055748,0,1,0,0,0,8,4,1,2,1,1,1,DoS,1
1084,175.45.176.0,0,149.171.126.17,0,ospf,INT,18.670206,900,0,254,0,0,0,-,366.3591,0.0,20,0,0,0,0,0,45,0,0,0,1060.71875,0.0,2015-01-22 13:30:31,1421933450,982.642313,0.0,0.0,0.0,0.0,0,2,0,0,0,6,3,3,3,2,2,3,DoS,1
1085,175.45.176.0,0,149.171.126.17,0,ospf,INT,18.670206,900,0,254,0,0,0,-,366.3591,0.0,20,0,0,0,0,0,45,0,0,0,1060.71875,0.0,2015-01-22 13:30:31,1421933450,982.642313,0.0,0.0,0.0,0.0,0,2,0,0,0,6,3,3,3,2,2,3,DoS,1
1086,175.45.176.3,34112,149.171.126.12,80,tcp,FIN,0.516992,828,1232,62,252,2,2,-,11543.69922,16681.10938,10,8,255,255,510818715,2279097287,83,154,0,0,2955.191646,79.833656,2015-01-22 13:31:00,1421933460,57.443556,63.588855,0.102983,0.071209,0.031774,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1087,175.45.176.0,5773,149.171.126.11,3916,tcp,FIN,1.020827,1432,2272,254,252,4,3,-,10422.9209,16026.2207,14,10,255,255,3903131866,4287956993,102,227,0,0,3825.943558,137.214297,2015-01-22 13:31:04,1421933465,78.525151,104.307109,0.160157,0.081324,0.078833,0,1,0,0,0,3,1,1,2,1,1,1,DoS,1
1088,175.45.176.2,43607,149.171.126.19,1718,tcp,FIN,1.197177,53661,430,254,252,3,0,-,351119.3125,2586.08374,48,10,255,255,4084562055,3671531784,1118,43,0,0,2710.682316,108.713555,2015-01-22 13:31:12,1421933473,24.945616,85.931555,0.0,0.0,0.0,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1089,175.45.176.0,63265,149.171.126.18,80,tcp,FIN,0.726865,268,134,254,252,0,0,-,990.555359,2465.38208,6,3,255,255,150216888,3351541123,45,45,0,0,233.664813,363.4275,2015-01-22 13:31:31,1421933492,128.200797,363.4325,0.0,0.0,0.0,0,1,0,0,0,4,1,4,2,2,1,1,DoS,1
1090,175.45.176.0,53134,149.171.126.10,80,tcp,FIN,1.071984,900,1024,62,252,2,2,-,6156.808105,6880.699219,12,10,255,255,533418382,3901668776,75,102,0,0,6942.337912,156.591281,2015-01-22 13:31:50,1421933511,97.453088,111.841555,0.107165,0.064653,0.042512,0,1,0,0,0,5,5,1,2,2,1,1,DoS,1
1091,175.45.176.0,7840,149.171.126.11,80,tcp,FIN,0.488063,918,1194,62,252,2,2,-,13555.62695,17128.93555,10,8,255,255,2593721541,1293878459,92,149,0,0,3018.019405,93.103531,2015-01-22 13:32:21,1421933542,54.229222,61.62857,0.086398,0.033669,0.052729,0,1,0,0,0,8,1,1,2,2,1,1,DoS,1
1092,175.45.176.1,27570,149.171.126.14,1234,udp,INT,3.6e-05,216,0,62,0,0,0,-,24000000.0,0.0,2,0,0,0,0,0,108,0,0,0,0.0,0.0,2015-01-22 13:32:32,1421933552,0.036,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
1093,175.45.176.1,39457,149.171.126.11,80,tcp,FIN,0.297848,818,2504,62,252,2,2,-,19795.33203,58848.8125,10,8,255,255,500180613,420392451,82,313,0,0,1774.601032,60.800758,2015-01-22 13:32:46,1421933567,33.094222,36.782715,0.066106,0.029942,0.036164,0,1,0,0,0,1,1,1,5,1,1,1,DoS,1
1094,175.45.176.1,28935,149.171.126.19,389,tcp,FIN,0.616348,2650,354,254,252,2,1,-,30956.53516,4023.700684,10,8,255,255,4116222882,114010822,265,44,0,0,4946.187504,136.166875,2015-01-22 13:32:55,1421933575,67.206,86.621711,0.043977,0.009991,0.033986,0,1,0,0,0,2,2,1,8,1,1,1,DoS,1
1095,175.45.176.0,16698,149.171.126.15,80,tcp,FIN,0.419952,1620,354,62,252,2,1,-,27774.60156,5905.436523,10,8,255,255,3332003082,3709058513,162,44,0,0,3038.266124,122.164953,2015-01-22 13:33:03,1421933583,46.661333,55.55943,0.089439,0.019988,0.069451,0,1,0,0,0,4,1,1,1,1,1,1,DoS,1
1096,175.45.176.1,34246,149.171.126.19,80,tcp,FIN,0.331653,802,4718,62,252,2,3,-,17415.79297,102444.4219,10,10,255,255,1997277326,3295230455,80,472,0,0,1937.98112,2081.732199,2015-01-22 13:33:08,1421933589,36.850333,32.197556,0.060066,0.028423,0.031643,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1097,175.45.176.3,3124,149.171.126.17,80,tcp,FIN,0.30474,7544,3100,254,252,4,2,-,183920.7188,71221.36719,14,8,255,255,1540163120,3838133199,539,388,0,0,1448.560335,59.608984,2015-01-22 13:33:17,1421933598,23.378615,41.337,0.061521,0.015379,0.046142,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1098,175.45.176.3,49057,149.171.126.17,7144,tcp,FIN,0.260757,502,566,254,252,2,2,-,13867.31738,15217.2334,10,8,255,255,3872743620,3726581678,50,71,0,0,1499.491377,65.012297,2015-01-22 13:33:32,1421933612,28.872333,35.83857,0.064194,0.009878,0.054316,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1099,175.45.176.1,65127,149.171.126.11,445,tcp,FIN,0.254693,20964,354,254,252,8,1,-,628584.1875,9737.212891,22,8,255,255,1422226516,688851660,953,44,0,0,828.21731,50.272668,2015-01-22 13:33:36,1421933616,10.249429,30.604428,0.072465,0.04045,0.032015,0,1,0,0,0,1,2,1,1,1,1,1,DoS,1
1100,175.45.176.3,58905,149.171.126.13,80,tcp,FIN,0.344101,964,1284,62,252,2,2,-,20180.12109,26131.86133,10,8,255,255,4233228246,2809624785,96,161,0,0,1950.155349,59.873688,2015-01-22 13:33:49,1421933629,38.233444,44.461855,0.058094,0.03183,0.026264,0,1,0,0,0,3,1,1,3,3,1,1,DoS,1
1101,175.45.176.0,11964,149.171.126.11,445,tcp,FIN,1.928038,718,444,62,252,2,2,-,2684.594482,1659.718384,10,10,255,255,2997831470,3399498788,72,44,0,0,12906.65343,363.748844,2015-01-22 13:35:02,1421933704,214.123778,207.294891,0.157402,0.062377,0.095025,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1102,175.45.176.2,61438,149.171.126.18,110,tcp,FIN,1.662133,960,3100,62,252,7,8,-,4389.540527,14246.75391,20,22,255,255,1365479356,2425599039,48,141,0,0,4657.361336,116.20893,2015-01-22 13:35:07,1421933709,87.480687,74.844664,0.163336,0.089695,0.073641,0,1,0,0,0,1,2,1,1,1,1,1,DoS,1
1103,175.45.176.0,53,149.171.126.17,53,udp,INT,0.058649,158,0,254,0,0,0,-,14458.89941,0.0,3,0,0,0,0,0,53,0,0,0,0.0,0.0,2015-01-22 13:35:11,1421933711,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,1,1,2,DoS,1
1104,175.45.176.0,53,149.171.126.17,53,udp,INT,0.058649,158,0,254,0,0,0,-,14458.89941,0.0,3,0,0,0,0,0,53,0,0,0,0.0,0.0,2015-01-22 13:35:11,1421933711,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,1,1,2,DoS,1
1105,175.45.176.0,0,149.171.126.17,0,udp,INT,0.0,24,0,254,0,0,0,-,0.0,0.0,1,0,0,0,0,0,24,0,0,0,0.0,0.0,2015-01-22 13:35:11,1421933711,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,1,1,2,DoS,1
1106,175.45.176.3,60602,149.171.126.14,80,tcp,FIN,1.32267,824,1426,62,252,2,2,-,4487.89209,7548.368164,10,8,255,255,1976933786,4186656066,82,178,0,0,9834.445067,392.826594,2015-01-22 13:35:13,1421933715,146.880111,182.466859,0.105189,0.045391,0.059798,0,1,0,0,0,2,2,1,1,1,1,1,DoS,1
1107,175.45.176.3,57204,149.171.126.16,10008,tcp,FIN,0.480252,7562,268,254,252,4,1,-,116971.9219,3731.374268,14,6,255,255,2580493223,3859050347,540,45,0,0,2276.495729,134.811313,2015-01-22 13:35:39,1421933740,34.394691,83.406,0.109751,0.06322,0.046531,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1108,175.45.176.2,52067,149.171.126.13,80,tcp,CON,59.954037,39070,7862186,62,252,2,2950,-,5207.589355,1048917.375,898,5902,255,255,2581305978,3985066016,44,1332,0,0,3210.717632,1251.979972,2015-01-22 13:34:52,1421933751,66.838415,10.148997,0.084345,0.029881,0.054464,0,3,0,0,0,9,1,1,3,1,1,1,DoS,1
1109,175.45.176.3,27701,149.171.126.11,80,tcp,FIN,0.738871,778,1184,62,252,2,2,-,7589.958496,11217.11426,10,8,255,255,403019797,19704312,78,148,0,0,4405.508697,172.203031,2015-01-22 13:35:58,1421933758,82.096778,92.196,0.126185,0.068638,0.057547,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
1110,175.45.176.2,10655,149.171.126.13,80,tcp,FIN,0.710506,830,1236,62,252,2,2,-,8410.907227,12182.86621,10,8,255,255,1078230168,2581842429,83,155,0,0,4153.788981,137.220391,2015-01-22 13:36:12,1421933772,78.934778,89.201141,0.136968,0.086097,0.050871,0,1,0,0,0,8,1,1,4,2,1,1,DoS,1
1111,175.45.176.2,52067,149.171.126.13,80,tcp,FIN,21.586037,14534,2948800,62,252,0,1091,-,5370.508789,1092356.5,338,2194,255,255,2581306200,3988878728,43,1344,0,0,73.678797,1179.887844,2015-01-22 13:35:52,1421933773,64.170574,9.901449,0.084345,0.029881,0.054464,0,1,0,0,0,8,1,1,2,1,1,1,DoS,1
1112,175.45.176.1,65053,149.171.126.12,80,tcp,FIN,0.656699,830,1016,62,252,2,2,-,9100.05957,10829.92383,10,8,255,255,2380575645,1114870651,83,127,0,0,3647.951231,149.394469,2015-01-22 13:36:17,1421933777,72.966556,83.688,0.196015,0.070193,0.125822,0,1,0,0,0,2,9,3,8,1,1,1,DoS,1
1113,175.45.176.1,40641,149.171.126.16,4827,udp,INT,4e-06,142,0,62,0,0,0,-,142000000.0,0.0,2,0,0,0,0,0,71,0,0,0,0.0,0.0,2015-01-22 13:36:25,1421933785,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,3,1,1,1,1,1,DoS,1
1114,175.45.176.3,10523,149.171.126.15,80,tcp,FIN,0.340692,862,2142,254,252,2,2,-,18221.73633,44028.03516,10,8,255,255,1587331453,2099330262,86,268,0,0,1849.653733,56.485039,2015-01-22 13:36:36,1421933797,37.854667,33.204855,0.113544,0.05123,0.062314,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1115,175.45.176.1,42108,149.171.126.14,80,tcp,FIN,0.499612,814,268,254,252,2,1,-,11737.1084,3586.783203,10,6,255,255,1866879125,1166645759,81,45,0,0,4324.052932,179.357047,2015-01-22 13:36:54,1421933814,54.766333,93.26,0.067641,0.033301,0.03434,0,1,0,0,0,2,3,1,8,1,1,1,DoS,1
1116,175.45.176.2,27237,149.171.126.17,80,tcp,FIN,0.309267,730,676,62,252,2,2,-,16995.02344,15313.62793,10,8,255,255,67790865,3909452181,73,85,0,0,1834.603078,61.894281,2015-01-22 13:37:00,1421933820,34.363,38.55257,0.037317,0.02139,0.015927,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
1117,175.45.176.1,47758,149.171.126.18,80,tcp,FIN,0.53813,962,1260,254,252,2,2,-,12874.21289,16397.52539,10,8,255,255,4275969583,883845945,96,158,0,0,4309.953025,154.142297,2015-01-22 13:37:04,1421933825,59.792222,71.697711,0.030268,0.015069,0.015199,0,1,0,0,0,2,2,4,5,1,1,4,DoS,1
1118,175.45.176.0,65307,149.171.126.15,80,tcp,FIN,0.429336,812,2564,62,252,2,2,-,13621.0332,41813.40234,10,8,255,255,869336886,3332049339,81,321,0,0,2314.166209,90.549258,2015-01-22 13:37:08,1421933828,47.634444,53.50743,0.14375,0.054774,0.088976,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
